fecha_solicitud,alcaldia,colonia,tipo_poblacion,grado_estudios,ocupacion,numero_de_dependientes,tipo_dependientes,es_jubilado,tiene_ingreso_extra,tiene_discapacidad,tiempo_buscando_empleo,temporal_fecha_solicitud,..anio_fecha_solicitud
2019-06-06,Iztapalapa,Santa María Aztahuacán,Población General,Bachillerato,"Auxiliares en administración, contabilidad y finanzas",1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,La Magdalena Contreras,Las Cruces,Población General,Bachillerato,Administradores y mercadólogos,2,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Xochimilco,San Juan Tepepan,Población General,Licenciatura,"Ingenieros químicos, mecánicos, industriales, mineros y metalúrgicos",1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Gustavo A. Madero,Nueva Tenochtitlan,Población General,Maestría,"Contadores, auditores, especialistas en finanzas y en economía",2,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Tláhuac,Del Mar,Población General,Licenciatura,Enfermeras y técnicos en medicina,1,Cónyuge,No,Sí,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Benito Juárez,Del Valle Sur,Población General,Licenciatura,Otros especialistas en salud,1,Cónyuge,No,No,Otra,Más de 1 año,2019-06,2019
2019-06-06,Coyoacán,Culhuacán CTM Sección VIII,Población General,Licenciatura,Otro,2,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Coyoacán,Barrio Oxtopulco Universidad,Población General,Licenciatura,Administradores y mercadólogos,2,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Azcapotzalco,San Álvaro,Población General,Licenciatura,Administradores y mercadólogos,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Cuauhtémoc,Juárez,Pob. Vul. Afectados Por Sismo,Licenciatura,"Autores, periodistas y traductores",1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Iztapalapa,Granjas de San Antonio,Población General,Licenciatura,Investigadores y especialistas en ciencias humanistas,2,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Cuauhtémoc,Buenavista,Población General,Licenciatura,Investigadores y especialistas en sistemas computacionales,1,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-06,Coyoacán,Villa Quietud,Población General,Licenciatura,"Diseñadores de modas, industriales, gráficos y decoradores de interiores",2,Padres,No,Sí,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Iztapalapa,Santa Martha Acatitla,Pob. Vul. Afectados Por Sismo,Licenciatura,Administradores y mercadólogos,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Álvaro Obregón,Progreso Tizapan,Población General,Bachillerato,"Cajeros, cobradores y pagadores",3,Cónyuge Y Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-06,Venustiano Carranza,Álvaro Obregón,Población General,Licenciatura,"Otros especialistas y técnicos, no clasificados anteriormente",1,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-06,Álvaro Obregón,Canutillo 3a Sección,Población General,Licenciatura,Administradores y mercadólogos,1,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Xochimilco,Santa Cruz Xochitepec,Población General,Bachillerato,Comerciantes en establecimientos,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Álvaro Obregón,Golondrinas 1a Sección,Población General,Licenciatura,Administradores y mercadólogos,4,Otros,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Benito Juárez,Piedad Narvarte,Población General,Licenciatura,"Funcionarios, legisladores y autoridades gubernamentales",1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Gustavo A. Madero,Martín Carrera,Población General,Posgrado,Otro,1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Miguel Hidalgo,San Miguel Chapultepec II Sección,Población General,Licenciatura,Otro,2,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-06,Gustavo A. Madero,San Felipe de Jesús,Población General,Licenciatura,Otros especialistas en salud,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Cuauhtémoc,Obrera,Población General,Licenciatura,"Diseñadores de modas, industriales, gráficos y decoradores de interiores",3,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Iztapalapa,Guadalupe del Moral,Población General,Maestría,Investigadores y especialistas en ciencias sociales,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Gustavo A. Madero,San Rafael Ticomán,Población General,Bachillerato,"Peluqueros, embellecedores y similares",1,Otros,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Gustavo A. Madero,Residencial Zacatenco,Población General,Licenciatura,Otro,1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Coyoacán,Cuadrante de San Francisco,Población General,Bachillerato,Trabajadores en archivo y control de almacén y bodega,1,Cónyuge,No,Sí,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Tláhuac,La Asunción,Población General,Licenciatura,Investigadores y especialistas en ciencias sociales,1,Otros,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Iztapalapa,Unidad Ejército Constitucionalista,Población General,Secundaria,"Auxiliares en administración, contabilidad y finanzas",3,Otros,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Coyoacán,Pedregal de Santo Domingo,Población General,Licenciatura,"Ingenieros químicos, mecánicos, industriales, mineros y metalúrgicos",2,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Benito Juárez,Portales Sur,Población General,Licenciatura,Otro,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Iztapalapa,Progresista,Población General,Maestría,Administradores y mercadólogos,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Azcapotzalco,Nuevo Barrio San Rafael,Población General,Licenciatura,"Agentes, representantes de ventas y vendedores por catálogo",1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Venustiano Carranza,General Ignacio Zaragoza,Población General,Licenciatura,Otros especialistas en salud,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-06,Álvaro Obregón,Jalalpa Tepito 2a Ampliación,Población General,Bachillerato,Ayudantes en la preparación de alimentos,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Azcapotzalco,Arenal,Población General,Licenciatura,"Autores, periodistas y traductores",1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Xochimilco,San Juan Tepepan,Población General,Licenciatura,Otros especialistas en salud,2,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Cuauhtémoc,Centro (Área 1),Población General,Licenciatura,Otro,3,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-06,Álvaro Obregón,Estado de Hidalgo,Población General,Licenciatura,"Autores, periodistas y traductores",2,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Benito Juárez,Mixcoac,Población General,Licenciatura,"Funcionarios, legisladores y autoridades gubernamentales",1,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-06,Cuauhtémoc,Buenavista,Población General,Licenciatura,"Contadores, auditores, especialistas en finanzas y en economía",1,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-06,Gustavo A. Madero,Lindavista Sur,Población General,Maestría,Investigadores y especialistas en ciencias sociales,2,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-06,Iztacalco,Reforma Iztaccíhuatl Sur,Población General,Licenciatura,"Autores, periodistas y traductores",0,Otros,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Azcapotzalco,San Martín Xochinahuac,Población General,Licenciatura,Auxiliares en administración contabilidad y finanzas,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Álvaro Obregón,Axotla,Pob. Prioritaria Victimas Del Delito Violento Y Victimas De Violencia,Posgrado,"Artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares",8 o más,Cónyuge Y Padres,Sí,No,Discapacidad intelectual,Más de 1 año,2019-06,2019
2019-06-06,Coyoacán,Alianza Popular Revolucionaria,Población General,Bachillerato,Auxiliares en administración contabilidad y finanzas,1,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Iztapalapa,Valle de Luces,Población General,Bachillerato,Comerciantes en establecimientos,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-06,Tlalpan,Toriello Guerra,Población General,Bachillerato,Trabajadores en la preparación y servicio de alimentos y bebidas en establecimientos,1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Venustiano Carranza,Álvaro Obregón,Población General,Licenciatura,Otros especialistas en salud,1,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-06,Coyoacán,Ciudad Jardín,Población General,Técnica/comercial,Artesanos y trabajadores en la elaboración de productos textiles,1,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-06,Iztapalapa,La Polvorilla,Población General,Bachillerato,Ocupaciones no especificadas,1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Xochimilco,Santa Cruz Acalpixca,Población General,Licenciatura,"Auxiliares en administración, contabilidad y finanzas",3,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Gustavo A. Madero,Vallejo,Población General,Bachillerato,"Agentes, representantes de ventas y vendedores por catálogo",1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Iztapalapa,San Simón Culhuacán,Población General,Secundaria,"Auxiliares y técnicos en educación, instructores y capacitadores",1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Gustavo A. Madero,San José Ticomán,Población General,Licenciatura,Otro,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Iztapalapa,Santa Martha Acatitla,Población General,Licenciatura,Administradores y mercadólogos,1,Cónyuge,No,Sí,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Azcapotzalco,Potrero del Llano,Población General,Licenciatura,"Mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración",1,Cónyuge,No,Sí,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Cuauhtémoc,Roma Norte,Población General,Licenciatura,"Ingenieros químicos, mecánicos, industriales, mineros y metalúrgicos",2,Cónyuge Y Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Tlalpan,La Joya,Población General,Primaria,"Trabajadores de limpieza, recamaristas, mozos de limpieza y limpiadores de calzado",1,Cónyuge,No,No,Otra,Más de 1 año,2019-06,2019
2019-06-07,Cuauhtémoc,Centro (Área 2),Población General,Secundaria,"Técnicos eléctricos, en electrónica y de equipos en telecomunicaciones y electromecánicos",3,Cónyuge,No,No,Otra,6 meses a 1 año,2019-06,2019
2019-06-07,Iztacalco,Agrícola Pantitlán,Población General,Bachillerato,"Auxiliares en administración, contabilidad y finanzas",2,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Iztacalco,Militar Marte,Pob. Vul. Periodistas Y Defensores Dh,Licenciatura,"Autores, periodistas y traductores",1,Cónyuge,No,Sí,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Tláhuac,Santa Ana Poniente,Población General,Licenciatura,Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Gustavo A. Madero,El Olivo,Población General,Técnica/comercial,Otro,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Gustavo A. Madero,Campestre Aragón,Población General,Licenciatura,Administradores y mercadólogos,2,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Álvaro Obregón,Lomas de Plateros,Población General,Licenciatura,Coordinadores y jefes de área en servicios financieros y administrativos,2,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Gustavo A. Madero,La Pradera,Población General,Licenciatura,"Directores y gerentes en servicios de salud, enseñanza y sociales",0,Otros,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Iztapalapa,Santa Martha Acatitla Sur,Población General,Licenciatura,"Diseñadores de modas, industriales, gráficos y decoradores de interiores",1,Cónyuge,No,Sí,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Tláhuac,Villa Centroamericana,Población General,Licenciatura,"Agentes, representantes de ventas y vendedores por catálogo",1,Padres,No,Sí,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Coyoacán,Pueblo de Santa Úrsula Coapa,Población General,Técnica/comercial,"Auxiliares en administración, contabilidad y finanzas",2,Padres,No,No,Otra,Más de 1 año,2019-06,2019
2019-06-07,Venustiano Carranza,Aviación Civil,Población General,Bachillerato,Ayudantes en la preparación de alimentos,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Xochimilco,Barrio San Marcos,Población General,Licenciatura,"Funcionarios, legisladores y autoridades gubernamentales",1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Benito Juárez,Independencia,Población General,Licenciatura,Otro,1,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Iztapalapa,Santiago Acahualtepec 2a. Ampliación,Población General,Licenciatura,Administradores y mercadólogos,2,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Cuauhtémoc,Roma Norte,Población General,Licenciatura,Auxiliares en ciencias sociales y humanistas,1,Padres,No,Sí,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Iztapalapa,Juan Escutia,Población General,Bachillerato,Otro,2,Otros,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Azcapotzalco,San Álvaro,Población General,Licenciatura,"Diseñadores de modas, industriales, gráficos y decoradores de interiores",0,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Álvaro Obregón,Carola,Población General,Licenciatura,Administradores y mercadólogos,2,Padres,Sí,Sí,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Gustavo A. Madero,Ahuehuetes,Población General,Licenciatura,"Agentes, representantes de ventas y vendedores por catálogo",1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Tlalpan,San Andrés Totoltepec,Población General,Bachillerato,Artesanos y trabajadores en la elaboración de productos de madera,1,Otros,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Iztapalapa,Ejército de Agua Prieta,Población General,Bachillerato,Cargadores,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Cuauhtémoc,Buenavista,Población General,Licenciatura,"Contadores, auditores, especialistas en finanzas y en economía",2,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Iztapalapa,Carlos Hank Gonzalez,Población General,Licenciatura,Otro,1,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Tláhuac,Quiahuatla,Población General,Técnica/comercial,"Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte",1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Cuajimalpa de Morelos,Contadero,Población General,Licenciatura,Ingenieros en comunicaciones y telecomunicaciones,1,Padres,No,No,Otra,3 a 6 meses,2019-06,2019
2019-06-07,Tlalpan,San Miguel Topilejo,Población General,Bachillerato,Albañiles y otros trabajadores en la edificación de construcciones,1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Iztapalapa,Consejo Agrarista Mexicano,Pob. Vul. Despedidas Por Embarazo,Bachillerato,"Trabajadores de limpieza, recamaristas, mozos de limpieza y limpiadores de calzado",1,Cónyuge,No,Sí,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Álvaro Obregón,Alfonso XIII,Población General,Licenciatura,Profesores de nivel medio y superior,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Gustavo A. Madero,San Juan de Aragón I Sección,Población General,Bachillerato,"Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente",3,Otros,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Coyoacán,Pueblo de los Reyes,Pob. Vul. Periodistas Y Defensores Dh,Maestría,"Directores y gerentes en servicios de salud, enseñanza y sociales",1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Miguel Hidalgo,Lomas Hermosa,Población General,Bachillerato,Artistas interpretativos,1,Padres,No,Sí,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Iztacalco,INFONAVIT Iztacalco,Población General,Bachillerato,Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación,2,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Iztacalco,Granjas México,Población General,Licenciatura,Ingenieros en comunicaciones y telecomunicaciones,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Cuajimalpa de Morelos,San José de los Cedros,Población General,Licenciatura,Otro,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Álvaro Obregón,Santa Lucía,Población General,Licenciatura,Auxiliares en ciencias sociales y humanistas,1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Iztacalco,Juventino Rosas,Población General,Posgrado,"Diseñadores de modas, industriales, gráficos y decoradores de interiores",1,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Benito Juárez,Mixcoac,Población General,Licenciatura,"Diseñadores de modas, industriales, gráficos y decoradores de interiores",2,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Venustiano Carranza,20 de Noviembre,Población General,Licenciatura,"Auxiliares en administración, contabilidad y finanzas",1,Padres,No,No,Otra,Más de 1 año,2019-06,2019
2019-06-07,Cuauhtémoc,Obrera,Población General,Bachillerato,Comerciantes en establecimientos,2,Padres,No,Sí,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Tlalpan,Villa Lázaro Cárdenas,Población General,Licenciatura,"Auxiliares en administración, contabilidad y finanzas",1,Padres,No,Sí,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Venustiano Carranza,Nicolás Bravo,Población General,Licenciatura,"Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte",1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Álvaro Obregón,Axotla,Pob. Vul. Migrantes Nacionales,Maestría,"Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas",8 o más,Cónyuge Y Padres,No,No,Soy Ciego(a),Más de 1 año,2019-06,2019
2019-06-07,Álvaro Obregón,Carola,Población General,Técnica/comercial,"Agentes, representantes de ventas y vendedores por catálogo",1,Otros,No,No,Otra,0 a 3 meses,2019-06,2019
2019-06-07,Iztapalapa,Valle de Luces,Población General,Licenciatura,Investigadores y especialistas en ciencias sociales,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Azcapotzalco,Santa Bárbara,Población General,Licenciatura,"Recepcionistas, trabajadores que brindan información y telefonistas",2,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Iztapalapa,Reforma Política,Población General,Licenciatura,Administradores y mercadólogos,0,Otros,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Iztapalapa,Iztlahuacán,Población General,Licenciatura,"Secretarias, taquígrafos, mecanógrafos, capturistas de datos y operadores de máquinas de ofi cina",1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Gustavo A. Madero,Industrial,Población General,Licenciatura,Ingenieros eléctricos y en electrónica,1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Iztapalapa,Mixcoatl,Población General,Bachillerato,"Cajeros, cobradores y pagadores",2,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Cuauhtémoc,Buenos Aires,Población General,Licenciatura,Otro,2,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Cuauhtémoc,Maza,Población General,Bachillerato,"Secretarias, taquígrafos, mecanógrafos, capturistas de datos y operadores de máquinas de ofi cina",2,Otros,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Iztapalapa,Allapetlalli,Población General,Bachillerato,Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación,1,Cónyuge,No,Sí,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Azcapotzalco,San Andrés,Población General,Bachillerato,"Auxiliares en administración, contabilidad y finanzas",1,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Tlalpan,San Nicolás 2,Población General,Bachillerato,Trabajadores domésticos,2,Cónyuge Y Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Cuajimalpa de Morelos,Granjas Navidad,Población General,Bachillerato,Otro,1,Padres,No,Sí,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Iztacalco,Gabriel Ramos Millán Sección Bramadero,Población General,Licenciatura,"Otros especialistas y técnicos, no clasificados anteriormente",2,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Tláhuac,La Conchita Zapotitlán,Población General,Bachillerato,Administradores y mercadólogos,2,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Iztacalco,Agrícola Pantitlán,Población General,Licenciatura,"Auxiliares y técnicos en ciencias físicas, matemáticas, biológicas, químicas, del medio ambiente y agronómicas",2,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Tlalpan,Mirador II,Población General,Bachillerato,Administradores y mercadólogos,1,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Miguel Hidalgo,América,Población General,Licenciatura,"Contadores, auditores, especialistas en finanzas y en economía",2,Padres,No,No,Otra,0 a 3 meses,2019-06,2019
2019-06-07,Iztacalco,Santa Anita,Población General,Bachillerato,Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación,4,Cónyuge Y Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Azcapotzalco,San Álvaro,Población General,Bachillerato,Conductores de transporte terrestre con motor,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Tlalpan,Héroes de Padierna,Población General,Licenciatura,Investigadores y especialistas en ciencias sociales,3,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Iztapalapa,San Andrés Tetepilco,Población General,Bachillerato,Ocupaciones no especificadas,1,Otros,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Tlalpan,Pedregal de Santa Úrsula Xitla,Población General,Bachillerato,Otro,2,Cónyuge Y Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Coyoacán,Villa Coyoacán,Población General,Bachillerato,Conductores de transporte terrestre con motor,3,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Iztapalapa,Escuadrón 201,Población General,Bachillerato,Otros comerciantes empleados en ventas y agentes de ventas en establecimientos no clasificados anteriormente,2,Otros,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-07,Azcapotzalco,Prados del Rosario,Población General,Maestría,Administradores y mercadólogos,1,Otros,No,No,Discapacidad física,Más de 1 año,2019-06,2019
2019-06-07,Venustiano Carranza,Valle Gómez,Población General,Licenciatura,"Ingenieros químicos, mecánicos, industriales, mineros y metalúrgicos",2,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-07,Gustavo A. Madero,Jorge Negrete,Población General,Bachillerato,Ayudantes de conductores de transporte,1,Padres,No,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-07,Iztapalapa,Citlalli,Población General,Bachillerato,Empleados de ventas y vendedores por teléfono,1,Otros,No,No,Discapacidad física,Más de 1 año,2019-06,2019
2019-06-07,Miguel Hidalgo,América,Población General,Licenciatura,Ingenieros civiles topógrafos y arquitectos,2,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-07,Benito Juárez,Portales Oriente,Población General,Maestría,Comerciantes en establecimientos,1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-08,Tlalpan,Ejidos de San Pedro Mártir,Población General,Bachillerato,"Secretarias, taquígrafos, mecanógrafos, capturistas de datos y operadores de máquinas de ofi cina",2,Padres,Sí,Sí,Ninguna,Más de 1 año,2019-06,2019
2019-06-08,Miguel Hidalgo,Popo,Población General,Bachillerato,Administradores y mercadólogos,2,Padres,No,Sí,Ninguna,0 a 3 meses,2019-06,2019
2019-06-08,Xochimilco,San Andrés Ahuayucan,Población General,Licenciatura,Empleados de ventas y vendedores por teléfono,1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-08,Iztapalapa,Lomas de San Lorenzo,Población General,Bachillerato,Otro,2,Padres,Sí,No,Ninguna,Más de 1 año,2019-06,2019
2019-06-08,Xochimilco,Santiago Tepalcatlalpan,Población General,Licenciatura,"Auxiliares en administración, contabilidad y finanzas",1,Otros,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-08,Iztapalapa,Escuadrón 201,Población General,Licenciatura,Auxiliares en ciencias sociales y humanistas,2,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-08,Álvaro Obregón,Flor de María,Población General,Licenciatura,Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación,1,Padres,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-08,Coyoacán,Parque San Andrés,Población General,Posgrado,"Agentes, representantes de ventas y vendedores por catálogo",1,Padres,No,Sí,Ninguna,Más de 1 año,2019-06,2019
2019-06-08,Iztacalco,Viaducto Piedad,Población General,Licenciatura,"Auxiliares en administración, contabilidad y finanzas",1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-08,Coyoacán,Paseos de Taxqueña,Población General,Licenciatura,Administradores y mercadólogos,2,Padres,No,No,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-08,Iztapalapa,Zacahuitzco,Población General,Bachillerato,"Auxiliares en administración, contabilidad y finanzas",1,Padres,No,Sí,Ninguna,6 meses a 1 año,2019-06,2019
2019-06-08,Iztapalapa,Desarrollo Urbano Quetzalcoatl,Población General,Licenciatura,Ingenieros en comunicaciones y telecomunicaciones,1,Cónyuge,No,No,Otra,0 a 3 meses,2019-06,2019
2019-06-08,Iztapalapa,Lomas Estrella,Población General,Licenciatura,"Coordinadores y jefes de área en servicios de salud, enseñanza, sociales y jueces calificadores",2,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-08,Coyoacán,Alianza Popular Revolucionaria,Población General,Licenciatura,Administradores y mercadólogos,2,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-08,Gustavo A. Madero,La Pradera,Población General,Licenciatura,Ingenieros eléctricos y en electrónica,1,Padres,No,No,Ninguna,0 a 3 meses,2019-06,2019
2019-06-08,Gustavo A. Madero,Solidaridad Nacional,Población General,Bachillerato,Administradores y mercadólogos,1,Otros,No,No,Ninguna,3 a 6 meses,2019-06,2019
2019-06-08,Tlalpan,San Miguel Topilejo,Población General,Licenciatura,Auxiliares en ciencias sociales y humanistas,2,Otros,No,No,Otra,3 a 6 meses,2019-06,2019
