fecha_solicitud,alcaldia,colonia,tipo_poblacion,grado_estudios,ocupacion,numero_de_dependientes,tipo_dependientes,es_jubilado,tiene_ingreso_extra,tiene_discapacidad,tiempo_buscando_empleo,temporal_fecha_solicitud,..anio_fecha_solicitud
2019-09-04,Iztapalapa,Unidad Vicente Guerrero,Población General,Técnica/comercial,Otro,1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-04,Iztapalapa,Xalpa,Población General,Licenciatura,Otro,1,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-04,Gustavo A. Madero,DM Nacional,Población General,Licenciatura,Investigadores y especialistas en sistemas computacionales,1,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-04,Venustiano Carranza,Adolfo López Mateos,Población General,Bachillerato,Comerciantes en establecimientos,2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-04,Azcapotzalco,San Martín Xochinahuac,Población General,Secundaria,Ayudantes en la preparación de alimentos,1,Otros,Sí,Sí,Otra,0 a 3 meses,2019-09,2019
2019-09-04,Iztapalapa,Santa Martha Acatitla Norte,Población General,Bachillerato,Enfermeras y técnicos en medicina,1,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-04,Venustiano Carranza,Aviación Civil,Población General,Licenciatura,Administradores y mercadólogos,2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-04,Milpa Alta,Chalmita,Pob. Prioritaria Afectados Por El Sismo,Secundaria,Ayudantes en la preparación de alimentos,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-04,Xochimilco,Barrio Xaltocan,Población General,Primaria,Lavadores y cuidadores de vehículos,3,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-04,Gustavo A. Madero,La Escalera,Población General,Licenciatura,Administradores y mercadólogos,2,Otros,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-05,Azcapotzalco,El Rosario,Población General,Licenciatura,Administradores y mercadólogos,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-05,Iztapalapa,Santa Bárbara,Población General,Licenciatura,"Autores, periodistas y traductores",1,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-05,Gustavo A. Madero,Tlacaélel,Población General,Secundaria,Albañiles y otros trabajadores en la edificación de construcciones,3,Cónyuge Y Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-05,La Magdalena Contreras,Tierra Colorada,Población General,Bachillerato,Administradores y mercadólogos,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-05,Xochimilco,Ampliación San Marcos Norte,Población General,Secundaria,Conductores de transporte terrestre con motor,2,Cónyuge Y Padres,No,No,Otra,6 meses a 1 año,2019-09,2019
2019-09-05,Azcapotzalco,Hogares Ferrocarrileros,Población General,Bachillerato,Otro,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-05,Venustiano Carranza,Valentín Gómez Farias,Población General,Licenciatura,Empleados de ventas y vendedores por teléfono,2,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-05,Álvaro Obregón,Lomas de Santo Domingo,Población General,Bachillerato,"Otros especialistas y técnicos, no clasificados anteriormente",1,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-05,Iztacalco,Agrícola Pantitlán,Población General,Bachillerato,"Funcionarios, legisladores y autoridades gubernamentales",2,Otros,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-05,Benito Juárez,Santa María Nonoalco,Población General,Bachillerato,Administradores y mercadólogos,1,Padres,No,Sí,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-05,Iztapalapa,Unidad Vicente Guerrero,Población General,Licenciatura,"Contadores, auditores, especialistas en finanzas y en economía",3,Padres,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-05,Azcapotzalco,Del Recreo,Población General,Técnica/comercial,"Secretarias, taquígrafos, mecanógrafos, capturistas de datos y operadores de máquinas de ofi cina",2,Padres,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-05,Iztapalapa,San Lorenzo,Población General,Secundaria,Otro,2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-06,Iztapalapa,Los Ángeles,Población General,Bachillerato,Otro,1,Padres,No,Sí,Ninguna,Más de 1 año,2019-09,2019
2019-09-06,Azcapotzalco,San Martín Xochinahuac,Población General,Bachillerato,"Auxiliares en administración, contabilidad y finanzas",2,Otros,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-06,Coyoacán,Alianza Popular Revolucionaria,Población General,Bachillerato,Auxiliares en ciencias sociales y humanistas,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-06,Iztacalco,Agrícola Pantitlán,Población General,Licenciatura,"Investigadores y especialistas en ciencias biológicas, químicas y del medio ambiente",2,Padres,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-06,Iztapalapa,Progresista,Población General,Bachillerato,Conductores de transporte terrestre con motor,1,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-06,Gustavo A. Madero,San Juan de Aragón VI Sección,Población General,Licenciatura,"Contadores, auditores, especialistas en finanzas y en economía",2,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-06,Iztapalapa,Santa Martha Acatitla Norte,Población General,Primaria,"Agentes, representantes de ventas y vendedores por catálogo",3,Cónyuge Y Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-06,Gustavo A. Madero,Ampliación Providencia,Población General,Bachillerato,"Agentes, representantes de ventas y vendedores por catálogo",1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-07,Álvaro Obregón,Palmas Axotitla,Población General,Secundaria,"Auxiliares en administración, contabilidad y finanzas",1,Padres,No,Sí,Ninguna,Más de 1 año,2019-09,2019
2019-09-07,Miguel Hidalgo,Escandón I Sección,Población General,Bachillerato,Empleados de ventas y vendedores por teléfono,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-07,Tláhuac,Miguel Hidalgo,Población General,Técnica/comercial,"Agentes, representantes de ventas y vendedores por catálogo",1,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-08,Miguel Hidalgo,Escandón I Sección,Población General,Bachillerato,Administradores y mercadólogos,2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-08,Coyoacán,Espartaco,Población General,Licenciatura,Enfermeras y técnicos en medicina,2,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-08,Gustavo A. Madero,Campestre Aragón,Población General,Licenciatura,"Ingenieros químicos, mecánicos, industriales, mineros y metalúrgicos",1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-08,Venustiano Carranza,General Ignacio Zaragoza,Población General,Bachillerato,Ayudantes de conductores de transporte,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-09,Coyoacán,Ajusco,Población General,Licenciatura,"Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco",1,Otros,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-09,Xochimilco,El Mirador,Población General,Licenciatura,"Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco",1,Otros,No,No,Otra,0 a 3 meses,2019-09,2019
2019-09-09,Gustavo A. Madero,Cocoyotes,Población General,Bachillerato,Otro,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-09,Coyoacán,Pedregal de Santo Domingo,Población General,Licenciatura,Ingenieros eléctricos y en electrónica,1,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-09,Venustiano Carranza,Romero Rubio,Población General,Licenciatura,Administradores y mercadólogos,1,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-09,Benito Juárez,Del Valle Centro,Población General,Licenciatura,"Contadores, auditores, especialistas en finanzas y en economía",1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-09,Iztapalapa,San Miguel Teotongo Sección Torres,Población General,Primaria,Albañiles y otros trabajadores en la edificación de construcciones,1,Cónyuge,No,Sí,Ninguna,Más de 1 año,2019-09,2019
2019-09-09,Álvaro Obregón,Belém de las Flores,Población General,Licenciatura,Administradores y mercadólogos,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-09,Azcapotzalco,Arenal,Población General,Bachillerato,Otro,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-09,Gustavo A. Madero,El Arbolillo CTM,Población General,Licenciatura,"Diseñadores de modas, industriales, gráficos y decoradores de interiores",1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-09,La Magdalena Contreras,Las Huertas,Pob. Vul. Indígenas,Secundaria,Artesanos y trabajadores en la elaboración de productos textiles,1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-09,Azcapotzalco,Manuel Rivera Anaya CROC 1,Población General,Licenciatura,Otros especialistas en salud,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-09,Coyoacán,Pedregal de Santa Úrsula,Población General,Bachillerato,"Auxiliares en administración, contabilidad y finanzas",2,Otros,No,Sí,Ninguna,3 a 6 meses,2019-09,2019
2019-09-09,Iztacalco,Campamento 2 de Octubre,Población General,Licenciatura,"Auxiliares en administración, contabilidad y finanzas",1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-09,Coyoacán,Ex-Ejido de San Francisco Culhuacán,Pob. Mujeres Despedidas Por Embarazo,Bachillerato,"Cajeros, cobradores y pagadores",2,Padres,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-09,Miguel Hidalgo,Popotla,Población General,Bachillerato,"Recepcionistas, trabajadores que brindan información y telefonistas",1,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-10,Iztacalco,Agrícola Oriental,Población General,Técnica/comercial,Administradores y mercadólogos,1,Cónyuge,No,Sí,Otra,Más de 1 año,2019-09,2019
2019-09-10,Cuauhtémoc,Doctores,Población General,Primaria,Artesanos y trabajadores en la elaboración de productos de madera,3,Cónyuge Y Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-10,Venustiano Carranza,Artes Gráficas,Pob. Vul. Periodistas Y Defensores Dh,Licenciatura,"Autores, periodistas y traductores",1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-10,Gustavo A. Madero,San Juan de Aragón I Sección,Población General,Secundaria,"Cajeros, cobradores y pagadores",1,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-10,Cuauhtémoc,Nonoalco Tlatelolco,Población General,Licenciatura,"Ingenieros civiles, topógrafos y arquitectos",1,Padres,Sí,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-10,Azcapotzalco,San Sebastián,Población General,Bachillerato,"Otros comerciantes, empleados en ventas y agentes de ventas en establecimientos, no clasificados anteriormente",1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-10,Tláhuac,Zapotitla,Población General,Licenciatura,Enfermeras y técnicos en medicina,0,Otros,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-10,Coyoacán,Ajusco,Población General,Técnica/comercial,"Coordinadores y jefes de área en informática, telecomunicaciones, transporte y en investigación y desarrollo tecnológico",2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-10,Venustiano Carranza,5o Tramo 20 de Noviembre,Población General,Licenciatura,Investigadores y especialistas en sistemas computacionales,1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-10,Iztapalapa,Tepalcates,Población General,Secundaria,"Auxiliares en administración, contabilidad y finanzas",2,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-10,Iztacalco,Agrícola Oriental,Población General,Técnica/comercial,Otro,2,Padres,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-10,Benito Juárez,Álamos,Población General,Bachillerato,"Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente",1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-10,Iztapalapa,Los Ángeles,Población General,Licenciatura,Ingenieros civiles topógrafos y arquitectos,1,Otros,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-11,Azcapotzalco,San Bartolo Cahualtongo,Población General,Licenciatura,Administradores y mercadólogos,0,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-11,Coyoacán,Ajusco,Población General,Licenciatura,Administradores y mercadólogos,1,Otros,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-11,Tlalpan,La Magdalena Petlacalco,Población General,Bachillerato,Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-11,Iztapalapa,Santa Martha Acatitla,Población General,Bachillerato,"Agentes, representantes de ventas y vendedores por catálogo",1,Padres,No,Sí,Ninguna,Más de 1 año,2019-09,2019
2019-09-11,Xochimilco,San Mateo Xalpa,Población General,Bachillerato,"Agentes, representantes de ventas y vendedores por catálogo",1,Padres,No,No,Otra,3 a 6 meses,2019-09,2019
2019-09-11,Miguel Hidalgo,Anáhuac I Sección,Población General,Bachillerato,"Auxiliares en administración, contabilidad y finanzas",2,Padres,No,No,Otra,0 a 3 meses,2019-09,2019
2019-09-11,Miguel Hidalgo,Daniel Garza,Población General,Licenciatura,"Secretarias, taquígrafos, mecanógrafos, capturistas de datos y operadores de máquinas de ofi cina",2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-11,Coyoacán,Ajusco,Población General,Técnica/comercial,"Auxiliares en administración, contabilidad y finanzas",1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-11,Coyoacán,Culhuacán CTM CROC,Población General,Bachillerato,Administradores y mercadólogos,1,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-11,La Magdalena Contreras,Santa Teresa,Población General,Bachillerato,"Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente",1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-11,Iztapalapa,Miravalles,Población General,Técnica/comercial,Otro,2,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-11,Cuauhtémoc,Doctores,Población General,Licenciatura,"Diseñadores de modas, industriales, gráficos y decoradores de interiores",1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-11,Iztacalco,Viaducto Piedad,Población General,Posgrado,Administradores y mercadólogos,1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-11,Cuajimalpa de Morelos,San José de los Cedros,Población General,Licenciatura,"Ingenieros civiles, topógrafos y arquitectos",2,Padres,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-12,Tláhuac,La Nopalera,Población General,Primaria,Otro,1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-12,Iztacalco,Granjas México,Población General,Licenciatura,Administradores y mercadólogos,1,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-12,Álvaro Obregón,Santa Lucía Chantepec,Población General,Bachillerato,Auxiliares en ciencias sociales y humanistas,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-12,Coyoacán,Pedregal de Carrasco,Población General,Licenciatura,Ocupaciones no especificadas,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-12,Gustavo A. Madero,C.T.M. Atzacoalco,Población General,Bachillerato,"Secretarias, taquígrafos, mecanógrafos, capturistas de datos y operadores de máquinas de ofi cina",1,Otros,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-12,Tlalpan,Bosques del Pedregal,Población General,Licenciatura,Profesores de nivel básico,2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-12,Álvaro Obregón,Alfonso XIII,Población General,Licenciatura,Administradores y mercadólogos,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-12,Gustavo A. Madero,La Joya,Población General,Bachillerato,Administradores y mercadólogos,1,Padres,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-12,Iztapalapa,Apatlaco,Población General,Licenciatura,Otro,2,Otros,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-12,Benito Juárez,Portales Sur,Población General,Bachillerato,"Auxiliares en administración, contabilidad y finanzas",1,Otros,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-12,Venustiano Carranza,Zona Centro,Población General,Bachillerato,Otro,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-12,Benito Juárez,Narvarte Poniente,Población General,Técnica/comercial,Otro,1,Padres,Sí,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-12,Benito Juárez,Nativitas,Población General,Maestría,Administradores y mercadólogos,2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-12,Coyoacán,Pedregal de Santa Úrsula,Población General,Bachillerato,Otro,2,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-13,Iztapalapa,Apatlaco,Población General,Técnica/comercial,"Otros especialistas y técnicos, no clasificados anteriormente",1,Padres,No,No,Otra,Más de 1 año,2019-09,2019
2019-09-13,Coyoacán,San Francisco Culhuacán Barrio de Santa Ana,Población General,Bachillerato,"Peluqueros, embellecedores y similares",2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-13,Coyoacán,El Mirador,Población General,Licenciatura,Administradores y mercadólogos,1,Cónyuge,No,Sí,Ninguna,Más de 1 año,2019-09,2019
2019-09-13,Tlalpan,Héroes de Padierna,Población General,Licenciatura,"Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción",1,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-13,Álvaro Obregón,Cove,Población General,Licenciatura,Otro,2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-13,Tlalpan,San Andrés Totoltepec,Población General,Técnica/comercial,"Otros especialistas y técnicos, no clasificados anteriormente",1,Otros,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-13,Cuauhtémoc,Esperanza,Población General,Licenciatura,Investigadores y especialistas en ciencias sociales,1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-14,Tláhuac,Miguel Hidalgo,Pob. Vul. Despedidas Por Embarazo,Licenciatura,Otros especialistas en salud,3,Cónyuge Y Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-14,Coyoacán,Ex-Ejido de San Francisco Culhuacán,Pob. Vul. Periodistas Y Defensores Dh,Maestría,"Autores, periodistas y traductores",1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-15,Iztapalapa,Ejército de Oriente,Población General,Licenciatura,Otro,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-16,Álvaro Obregón,Corpus Christy,Población General,Bachillerato,Otro,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-16,Iztapalapa,Francisco Villa,Población General,Técnica/comercial,Trabajadores en el cuidado de personas,2,Otros,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-16,Cuauhtémoc,Morelos,Pob. Vul. Indígenas,Primaria,Ayudantes en la preparación de alimentos,1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-16,Gustavo A. Madero,Santa Isabel Tola,Población General,Licenciatura,"Auxiliares en administración, contabilidad y finanzas",1,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-17,Benito Juárez,Álamos,Población General,Secundaria,Ocupaciones no especificadas,1,Padres,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-17,Miguel Hidalgo,Anáhuac II Sección,Población General,Licenciatura,Profesores de nivel básico,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-17,Álvaro Obregón,San Bartolo Ameyalco,Población General,Secundaria,Empleados de ventas y vendedores por teléfono,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-17,Álvaro Obregón,Alfonso XIII,Población General,Técnica/comercial,Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación,5,Cónyuge,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-17,Tlalpan,San Andrés Totoltepec,Población General,Bachillerato,Trabajadores en la preparación y servicio de alimentos y bebidas en establecimientos,2,Otros,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-17,Tlalpan,San Andrés Totoltepec,Población General,Bachillerato,Trabajadores en la preparación y servicio de alimentos y bebidas en establecimientos,2,Otros,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-17,Álvaro Obregón,Barrio Norte,Población General,Técnica/comercial,Trabajadores en archivo y control de almacén y bodega,1,Padres,No,Sí,Otra,3 a 6 meses,2019-09,2019
2019-09-17,Tlalpan,Tlalcoligia,Población General,Secundaria,"Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción",1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-17,Iztapalapa,Consejo Agrarista Mexicano,Población General,Licenciatura,Ocupaciones no especificadas,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-17,Azcapotzalco,San Martín Xochinahuac,Población General,Bachillerato,Conductores de transporte terrestre con motor,2,Padres,No,Sí,Ninguna,3 a 6 meses,2019-09,2019
2019-09-17,Iztapalapa,Progresista,Población General,Secundaria,"Moldeadores, soldadores, hojalateros y pintores de metales",1,Cónyuge,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-17,Tlalpan,Pedregal de Santa Úrsula Xitla,Población General,Licenciatura,"Otros especialistas y técnicos, no clasificados anteriormente",1,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-17,Venustiano Carranza,Sevilla,Población General,Licenciatura,Ingenieros en comunicaciones y telecomunicaciones,1,Otros,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-17,Miguel Hidalgo,Lomas Hermosa,Población General,Bachillerato,Empleados de ventas y vendedores por teléfono,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-17,Gustavo A. Madero,Progreso Nacional,Población General,Bachillerato,"Otros comerciantes, empleados en ventas y agentes de ventas en establecimientos, no clasificados anteriormente",1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-18,Xochimilco,Barrio 18,Población General,Secundaria,Ayudantes de jardineros,1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-18,Gustavo A. Madero,Aragón Inguarán,Población General,Licenciatura,Enfermeras y técnicos en medicina,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-18,Xochimilco,Barrio 18,Población General,Secundaria,Ayudantes en la preparación de alimentos,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-18,Azcapotzalco,San Andrés,Población General,Posgrado,"Investigadores y especialistas en ciencias biológicas, químicas y del medio ambiente",2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-18,Miguel Hidalgo,Anáhuac I Sección,Pob. Vul. Periodistas Y Defensores Dh,Licenciatura,Otro,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-18,Iztapalapa,Lomas de la Estancia,Población General,Licenciatura,"Otros especialistas y técnicos, no clasificados anteriormente",2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-18,Gustavo A. Madero,Progreso Nacional,Población General,Licenciatura,"Trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco",1,Otros,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-18,Venustiano Carranza,Artes Gráficas,Población General,Secundaria,Conductores de transporte terrestre con motor,1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-18,La Magdalena Contreras,Pueblo Nuevo Alto,Población General,Técnica/comercial,Empleados de ventas y vendedores por teléfono,1,Otros,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-18,Xochimilco,San Mateo Xalpa,Población General,Bachillerato,Conductores de transporte terrestre con motor,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-18,Tlalpan,Jardines del Ajusco,Pob. Prioritaria Afectados Por El Sismo,Bachillerato,Empleados de ventas y vendedores por teléfono,1,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-19,Iztapalapa,Paseos de Churubusco,Población General,Licenciatura,Profesores en enseñanza especial,1,Padres,No,No,Ninguna,6 meses a 1 año,2019-09,2019
2019-09-19,Iztapalapa,Ampliación Emiliano Zapata,Población General,Licenciatura,Investigadores y especialistas en ciencias sociales,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-19,Venustiano Carranza,Federal,Población General,Técnica/comercial,"Coordinadores y jefes de área de ventas, restaurantes y hoteles",1,Padres,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-19,Gustavo A. Madero,Vallejo,Población General,Técnica/comercial,"Operadores de máquinas y equipos en la fabricación metalúrgica, fabricación de maquinaria y productos metálicos",1,Cónyuge,Sí,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-19,Tláhuac,Las Arboledas,Población General,Bachillerato,Otro,1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-19,Iztapalapa,Allapetlalli,Población General,Licenciatura,Trabajadores en otros servicios personales,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-19,Xochimilco,Santa Cruz Xochitepec,Población General,Bachillerato,Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación,2,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-19,Coyoacán,Pueblo de San Pablo Tepetlapa,Población General,Bachillerato,Auxiliares en ciencias sociales y humanistas,1,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-19,Azcapotzalco,San Juan Tlihuaca,Población General,Bachillerato,Encuestadores y codificadores,2,Padres,No,No,Ninguna,3 a 6 meses,2019-09,2019
2019-09-19,Iztapalapa,Mixcoatl,Población General,Técnica/comercial,"Otros especialistas y técnicos, no clasificados anteriormente",1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-19,Venustiano Carranza,Moctezuma 1a Sección,Población General,Bachillerato,Otro,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-19,Coyoacán,Culhuacán CTM CROC,Pob. Prioritaria Agricultores Afectado,Licenciatura,Otros especialistas en salud,1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-19,Iztapalapa,Santa Cruz Meyehualco,Población General,Secundaria,Conductores de transporte terrestre con motor,1,Cónyuge,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-19,Miguel Hidalgo,Anáhuac I Sección,Población General,Licenciatura,"Auxiliares en administración, contabilidad y finanzas",1,Padres,No,No,Ninguna,Más de 1 año,2019-09,2019
2019-09-20,Iztapalapa,Chinampac de Juárez,Población General,Bachillerato,"Coordinadores y jefes de área de ventas, restaurantes y hoteles",1,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-20,Iztapalapa,El Mirador,Población General,Bachillerato,Profesores de nivel básico,0,Padres,No,No,Ninguna,0 a 3 meses,2019-09,2019
2019-09-20,Iztapalapa,Leyes de Reforma 1a Sección,Población General,Bachillerato,Cargadores,1,Cónyuge,No,No,Ninguna,0 a 3 meses,2019-09,2019
